,trial,mean1,mean2,median.sampsmu1,lb.mu1,ub.mu1,width.mu1,cover.mu1,median.samps.mu2,lb.mu2,ub.mu2,width.mu2,cover.mu2,perc.correct,lb.tdist,ub.tdist,width.tdist,cover.tdist.mean1,cover.tdist.mean2,lb.bca.exp,ub.bca.exp,width.bca.exp,cover.bca.exp.mean1,cover.bca.exp.mean2,muprior1,muprior2
200,100,40,70,53.06157427,44.26604738,58.93336789,14.66732051,0,84.806268,74.75362728,95.78390097,21.03027369,0,0.48,63.58318955,74.79745064,11.21426109,0,1,63.19251075,74.80005443,11.60754368,0,1,40,90
201,1,40,70,37.27988411,29.83932585,47.16156968,17.32224383,1,72.36258023,66.82568825,78.10522838,11.27954013,1,0.92,62.99696703,73.43544,10.43847297,0,1,61.27762306,72.37323513,11.09561207,0,1,35,90
202,2,40,70,42.03197345,32.23276667,52.26852302,20.03575635,1,71.5274201,66.43796535,77.69262495,11.2546596,1,0.84,62.91418266,71.37701291,8.462830251,0,1,62.69339693,70.77865901,8.085262085,0,1,35,90
203,3,40,70,40.10571978,31.12519446,50.21459885,19.08940439,1,74.78803266,68.78907851,83.03796006,14.24888155,1,0.84,62.53447549,73.27030005,10.73582456,0,1,61.27052584,72.61652479,11.34599894,0,1,35,90
204,4,40,70,43.50489209,33.46678118,51.58744807,18.12066689,1,76.03070937,70.00239947,83.7926353,13.79023583,0,0.76,64.21351924,74.52689059,10.31337135,0,1,63.2107175,74.02642315,10.81570566,0,1,35,90
205,5,40,70,45.51418977,36.53029134,54.13641012,17.60611878,1,77.0760199,71.00591155,86.32609013,15.32017858,0,0.72,63.77685465,74.22603391,10.44917927,0,1,63.27951806,73.93651176,10.6569937,0,1,35,90
206,6,40,70,48.58104483,32.20729046,58.76729455,26.5600041,1,79.52464436,71.42398097,93.77602239,22.35204142,0,0.72,66.75233797,75.96966857,9.217330601,0,1,67.12156419,75.67604711,8.554482914,0,1,35,90
207,7,40,70,43.85833867,33.26815755,55.76219459,22.49403704,1,77.55528475,71.68978828,86.57837823,14.88858995,0,0.8,64.97320544,75.70751951,10.73431407,0,1,64.83504369,75.35383661,10.51879292,0,1,35,90
208,8,40,70,42.12033207,32.54145573,53.33614878,20.79469305,1,77.14481902,70.64298839,86.62997788,15.98698949,0,0.84,64.76015014,75.3832777,10.62312756,0,1,64.67330457,75.59336533,10.92006076,0,1,35,90
209,9,40,70,43.75708346,33.88170669,52.31182011,18.43011342,1,75.94810987,68.97450376,85.58725046,16.6127467,1,0.72,62.26544498,72.98352152,10.71807654,0,1,62.38164846,72.95242827,10.57077981,0,1,35,90
210,10,40,70,48.70275028,38.9890402,56.79873637,17.80969617,1,80.0892297,72.38636881,91.03301471,18.6466459,0,0.6,64.50353772,74.84780888,10.34427116,0,1,64.57716976,74.82926178,10.25209202,0,1,35,90
211,11,40,70,46.48056535,38.53106007,54.71896306,16.18790299,1,80.64647732,74.14947107,90.15694794,16.00747687,0,0.68,62.0223443,74.06040096,12.03805666,0,1,61.92349127,74.7082794,12.78478812,0,1,35,90
212,12,40,70,44.47459981,35.14404766,53.00243037,17.85838272,1,78.97205841,73.55116917,87.38258031,13.83141115,0,0.8,66.22006214,76.69635079,10.47628865,0,1,66.4233261,76.76101364,10.33768754,0,1,35,90
213,13,40,70,47.60052979,36.56135124,58.19419636,21.63284512,1,82.79443069,74.76749174,93.80089515,19.03340341,0,0.72,68.28346867,78.55144304,10.26797437,0,1,68.38745431,78.24629333,9.858839011,0,1,35,90
214,14,40,70,41.8905451,33.6787426,54.3351268,20.65638421,1,75.10424796,68.31476544,81.72034057,13.40557512,1,0.84,65.03524533,74.05445675,9.019211419,0,1,65.00129331,73.74807406,8.746780748,0,1,35,90
215,15,40,70,45.66042345,33.13504688,55.61283028,22.4777834,1,76.03950233,70.46561173,84.21470837,13.74909664,0,0.8,65.07482697,74.48586405,9.41103708,0,1,64.99823677,74.65705135,9.658814581,0,1,35,90
216,16,40,70,44.14029955,32.23720145,55.35050367,23.11330222,1,78.78459119,72.32929466,90.59918022,18.26988556,0,0.8,67.20572228,77.27069089,10.06496861,0,1,67.08580437,77.05145951,9.965655143,0,1,35,90
217,17,40,70,44.01955603,32.83044212,53.1772484,20.34680628,1,76.99533718,70.86877805,83.39537536,12.52659731,0,0.76,65.4003331,75.1152156,9.714882499,0,1,65.45424475,75.20160734,9.747362587,0,1,35,90
218,18,40,70,45.84979704,28.64079009,54.58179269,25.9410026,1,80.73903792,72.26118092,92.3816588,20.12047788,0,0.72,66.38366825,76.8020282,10.41835995,0,1,66.04648405,77.22943451,11.18295046,0,1,35,90
219,19,40,70,35.98923638,26.99446191,48.48672467,21.49226276,1,74.47922491,69.81245583,80.20879036,10.39633453,1,1,69.94447426,76.34374189,6.399267632,0,1,70.34488204,76.75078964,6.405907601,0,0,35,90
220,20,40,70,43.43472884,30.36845837,54.57236405,24.20390568,1,78.7079175,72.33644079,88.66271102,16.32627024,0,0.84,65.49445457,76.46513285,10.97067828,0,1,65.39223951,76.19078827,10.79854875,0,1,35,90
221,21,40,70,49.61690926,36.36689136,57.0605148,20.69362344,1,81.05646895,72.56620187,93.18985618,20.62365431,0,0.56,62.60572206,73.20536496,10.5996429,0,1,62.705338,74.1909596,11.4856216,0,1,35,90
222,22,40,70,44.64152721,30.39769924,55.42968258,25.03198333,1,77.2398358,71.47201113,86.12376267,14.65175154,0,0.84,67.79888859,76.42825161,8.629363012,0,1,67.83663305,76.309651,8.473017956,0,1,35,90
223,23,40,70,42.42184762,32.29615015,53.56890096,21.27275081,1,75.24275882,69.50571514,86.58522681,17.07951166,1,0.84,65.02139517,74.43250646,9.411111284,0,1,64.87474523,74.21415624,9.339411002,0,1,35,90
224,24,40,70,43.91082484,30.78365531,54.64037637,23.85672106,1,76.24572482,70.55160352,87.16883365,16.61723012,0,0.8,66.08606036,75.55455937,9.468499008,0,1,65.79484285,75.21337969,9.418536841,0,1,35,90
225,25,40,70,43.57926315,34.41897628,54.86656742,20.44759114,1,73.98291759,68.73135276,82.1085091,13.37715634,1,0.84,64.37576021,73.32749876,8.951738549,0,1,63.99083712,73.12523169,9.134394567,0,1,35,90
226,26,40,70,45.19824661,34.97901241,58.33275157,23.35373916,1,76.6921888,70.78432055,87.77490405,16.99058351,0,0.84,66.26886406,75.26811293,8.999248872,0,1,66.42601461,75.05085194,8.624837335,0,1,35,90
227,27,40,70,41.01424491,31.55472615,50.60788019,19.05315404,1,78.18507479,72.7453118,83.74258321,10.99727141,0,0.92,68.55719742,78.00900076,9.45180334,0,1,68.10032137,78.17020354,10.06988217,0,1,35,90
228,28,40,70,42.27311964,32.42524793,51.59693672,19.17168879,1,76.91256845,69.91793121,87.24490968,17.32697847,1,0.84,61.92159876,74.1433171,12.22171833,0,1,61.3462643,73.74402425,12.39775995,0,1,35,90
229,29,40,70,40.5732302,26.40046507,56.090994,29.69052893,1,75.41825385,69.93536145,82.76644166,12.83108021,1,1,69.08198122,76.83024666,7.748265441,0,1,69.13051033,76.92435424,7.793843913,0,1,35,90
230,30,40,70,38.56492927,29.93155986,46.51309691,16.58153705,1,77.4194214,72.04222555,85.51071322,13.46848767,0,0.84,64.30022271,76.85658609,12.55636339,0,1,62.44771014,75.88888094,13.44117079,0,1,35,90
231,31,40,70,45.00609546,35.11417197,54.25991918,19.14574721,1,78.46901243,72.07478633,87.51705519,15.44226886,0,0.76,66.07216535,76.42757366,10.35540831,0,1,66.06833836,76.37285335,10.30451499,0,1,35,90
232,32,40,70,41.7942151,33.97991954,49.74697794,15.7670584,1,78.42088487,71.99829686,88.30515702,16.30686016,0,0.8,65.48465603,76.45829174,10.97363571,0,1,64.25325816,75.93351287,11.68025471,0,1,35,90
233,33,40,70,45.40672218,35.51396459,52.52961288,17.01564829,1,78.8208986,70.65538593,87.7044456,17.04905967,0,0.64,61.43055812,73.36808017,11.93752205,0,1,61.36800936,73.21717639,11.84916703,0,1,35,90
234,34,40,70,40.57794908,31.30305847,49.64107484,18.33801637,1,76.97285506,71.74428929,84.15064487,12.40635558,0,0.88,67.68671834,76.79591627,9.109197933,0,1,67.21246485,76.50362879,9.291163943,0,1,35,90
235,35,40,70,40.78422832,30.61439309,53.6728163,23.05842321,1,74.93976939,69.34657273,81.24273892,11.89616619,1,0.96,67.01195073,75.132089,8.120138271,0,1,66.78102038,75.2052025,8.424182111,0,1,35,90
236,36,40,70,42.75802099,31.56161441,54.53354284,22.97192843,1,77.57291323,71.26791335,89.89878618,18.63087283,0,0.88,66.17593227,76.32043163,10.14449936,0,1,65.66687186,76.31617268,10.64930082,0,1,35,90
237,37,40,70,45.30251155,33.46933052,54.94067232,21.4713418,1,75.93999581,68.98414047,85.00621474,16.02207427,1,0.72,62.60359548,72.63682197,10.03322649,0,1,62.29804101,72.23872354,9.940682535,0,1,35,90
238,38,40,70,48.09901201,37.50891116,56.58798041,19.07906925,1,73.90470509,67.21415513,82.01922332,14.80506819,1,0.76,62.0666567,70.68121322,8.614556519,0,1,62.46754833,70.68920479,8.221656454,0,1,35,90
239,39,40,70,45.34373947,36.34718566,52.84678976,16.4996041,1,75.57662905,68.96946239,82.95448632,13.98502393,1,0.68,61.58027664,71.82575633,10.24547969,0,1,61.51946083,71.61157072,10.09210988,0,1,35,90
240,40,40,70,38.5944552,28.89191834,46.57099841,17.67908007,1,75.8936843,70.59535243,83.27188585,12.67653343,0,0.88,63.91529213,75.38265206,11.46735993,0,1,63.76915328,75.10952517,11.3403719,0,1,35,90
241,41,40,70,40.67556571,31.57722675,48.98088562,17.40365886,1,75.82312495,70.56242111,86.83666212,16.27424101,0,0.76,60.75507859,73.30381232,12.54873373,0,1,60.00284562,72.94729215,12.94444653,0,1,35,90
242,42,40,70,44.23816923,34.40804055,54.51854814,20.11050759,1,75.90213072,69.50705834,83.7628921,14.25583376,1,0.8,64.03030589,73.68383247,9.653526578,0,1,63.62137276,73.60028501,9.978912241,0,1,35,90
243,43,40,70,39.72121401,31.36820853,48.59693101,17.22872248,1,78.54322642,72.65417065,86.90852553,14.25435488,0,0.8,64.75260101,77.15510737,12.40250636,0,1,63.9312151,76.41694573,12.48573063,0,1,35,90
244,44,40,70,45.70039771,31.84502685,55.24286807,23.39784122,1,75.09524934,68.54447764,83.27976208,14.73528444,1,0.72,64.00229586,73.04484398,9.042548112,0,1,63.81447777,73.00489707,9.190419302,0,1,35,90
245,45,40,70,46.74304359,39.57179436,54.89941652,15.32762216,1,82.52944552,74.73468418,93.22076733,18.48608315,0,0.56,61.25705237,74.48445569,13.22740332,0,1,60.67559443,74.09745334,13.42185891,0,1,35,90
246,46,40,70,44.70708744,33.0604086,53.38171741,20.32130881,1,84.17557497,76.47091066,93.47799472,17.00708406,0,0.72,68.46845125,79.89133214,11.42288089,0,1,68.21447242,79.10509823,10.89062581,0,1,35,90
247,47,40,70,48.85168242,35.60414311,56.19717103,20.59302791,1,84.92317721,74.20297255,94.18544541,19.98247286,0,0.6,66.06952192,76.95078587,10.88126395,0,1,66.5169975,77.54103966,11.02404216,0,1,35,90
248,48,40,70,41.41313512,31.3394326,50.63386997,19.29443737,1,76.33062797,70.91715323,83.0346941,12.11754087,0,0.8,63.59297868,74.71226946,11.11929078,0,1,62.0065003,73.7636422,11.7571419,0,1,35,90
249,49,40,70,39.71500491,30.90937118,48.62994663,17.72057545,1,74.95609437,69.71695576,81.86675491,12.14979915,1,0.84,64.56504737,75.06440674,10.49935937,0,1,63.52267429,74.31073236,10.78805807,0,1,35,90
250,50,40,70,44.84972718,36.04270929,51.17216373,15.12945443,1,83.39467338,76.55539628,93.23937706,16.68398078,0,0.64,65.46170877,78.27994803,12.81823926,0,1,64.5931731,78.06074492,13.46757182,0,1,35,90
251,51,40,70,40.24689626,31.2398233,48.26379189,17.02396859,1,77.35425315,71.63895242,86.41666411,14.7777117,0,0.76,61.54193771,74.53681314,12.99487543,0,1,59.79472236,73.8740472,14.07932484,0,1,35,90
252,52,40,70,43.93098895,34.6337202,54.33879545,19.70507525,1,80.96802154,74.70616986,89.24273061,14.53656074,0,0.8,66.43497741,77.3846703,10.94969289,0,1,66.04179131,77.23944122,11.19764991,0,1,35,90
253,53,40,70,44.87385691,34.35577341,54.54990162,20.19412821,1,76.91683724,70.61567939,87.77437345,17.15869407,0,0.72,64.5650802,74.55082845,9.985748252,0,1,64.39382064,74.0132639,9.619443254,0,1,35,90
254,54,40,70,46.40200179,36.30427214,54.09538133,17.79110919,1,78.23650373,70.63833876,87.40676241,16.76842365,0,0.64,61.41623082,72.56354942,11.1473186,0,1,60.86892869,72.22655847,11.35762978,0,1,35,90
255,55,40,70,41.8038438,32.55807662,51.51512144,18.95704482,1,78.45310082,73.0352438,86.44165509,13.40641129,0,0.8,67.04981675,77.48282801,10.43301126,0,1,66.42690203,76.64033906,10.21343703,0,1,35,90
256,56,40,70,37.86504418,27.48058526,49.79570306,22.3151178,1,75.29045934,70.53603561,82.85574454,12.31970893,0,0.96,69.75872256,77.12870286,7.369980304,0,1,69.61087895,77.40687327,7.795994323,0,1,35,90
257,57,40,70,44.1049504,35.68341158,52.37033075,16.68691917,1,77.03170053,70.95524088,88.71623145,17.76099057,0,0.72,64.26749783,74.88754195,10.62004412,0,1,63.66527957,74.34377337,10.67849381,0,1,35,90
258,58,40,70,43.86161339,34.8551477,51.68749896,16.83235126,1,71.69501459,63.99505023,80.45526847,16.46021824,1,0.64,54.93051451,66.14407765,11.21356314,0,0,55.10925733,66.78547955,11.67622222,0,0,35,90
259,59,40,70,44.06279484,31.9030003,55.24936925,23.34636895,1,80.30417711,73.56196074,87.23789064,13.67592989,0,0.84,68.82014548,78.46460478,9.644459298,0,1,68.545043,78.59542217,10.05037917,0,1,35,90
260,60,40,70,44.6194518,32.78071491,54.04768148,21.26696657,1,75.88110166,69.47008612,82.92777708,13.45769096,1,0.8,65.50993334,74.63847168,9.128538334,0,1,65.59698098,75.05386381,9.456882833,0,1,35,90
261,61,40,70,37.49252712,30.13923211,46.52652357,16.38729146,1,76.6716003,71.31025304,83.0884309,11.77817786,0,0.88,65.42790581,76.90709776,11.47919195,0,1,64.79717368,75.81868461,11.02151093,0,1,35,90
262,62,40,70,46.02011481,33.63890847,55.89121433,22.25230586,1,72.04245599,66.73373662,79.37401856,12.64028195,1,0.8,63.82714945,71.61345479,7.786305336,0,1,63.55673694,71.41410305,7.857366106,0,1,35,90
263,63,40,70,40.91482523,29.41925931,48.80400759,19.38474828,1,78.90005382,73.31259562,84.92658709,11.61399147,0,0.88,68.90230889,78.81246411,9.910155218,0,1,68.40655249,78.64769551,10.24114302,0,1,35,90
264,64,40,70,40.16735753,31.55345395,47.18208764,15.62863369,1,75.85714351,70.24769592,82.11931312,11.87161719,0,0.72,59.57166394,72.62508027,13.05341633,0,1,58.66146682,71.38914997,12.72768316,0,1,35,90
265,65,40,70,48.88479013,36.67880198,57.13179949,20.45299751,1,78.72161636,70.92504628,89.80459956,18.87955328,0,0.64,62.18846504,72.35898086,10.17051582,0,1,62.38628794,72.70815058,10.32186264,0,1,35,90
266,66,40,70,40.88379507,31.47924572,50.75765755,19.27841184,1,78.48017041,73.22590017,86.9627871,13.73688692,0,0.88,67.58768353,77.73296462,10.14528109,0,1,67.24591887,77.29876997,10.0528511,0,1,35,90
267,67,40,70,42.26224971,32.52449696,52.27684092,19.75234396,1,74.25698143,68.23406498,81.55830325,13.32423827,1,0.88,64.35320618,73.51503248,9.161826302,0,1,64.17022575,73.31823066,9.148004912,0,1,35,90
268,68,40,70,41.82938546,32.60579473,51.16129771,18.55550298,1,74.63814677,68.37840162,84.38121321,16.00281159,1,0.84,61.07619231,72.69495886,11.61876655,0,1,60.51693951,72.77672744,12.25978793,0,1,35,90
269,69,40,70,47.93031301,37.01529771,56.0244827,19.00918499,1,80.12115445,71.83879715,91.57086284,19.73206569,0,0.6,64.52101023,75.06665882,10.54564859,0,1,64.27922775,75.14546183,10.86623409,0,1,35,90
270,70,40,70,41.18709811,31.18209761,48.04864659,16.86654898,1,78.31466865,72.70460106,84.32200701,11.61740595,0,0.8,63.5332808,76.13003163,12.59675084,0,1,63.04337013,75.40861961,12.36524948,0,1,35,90
271,71,40,70,44.21382908,34.95455263,52.82780221,17.87324958,1,74.90227256,69.78003054,83.99091262,14.21088208,1,0.68,60.95223013,71.68263228,10.73040214,0,1,60.50396176,71.53686586,11.0329041,0,1,35,90
272,72,40,70,40.01893737,27.02662235,51.43922731,24.41260495,1,73.46504826,68.08131136,79.27058152,11.18927016,1,0.96,63.55091983,73.66221351,10.11129368,0,1,62.39678911,72.75356724,10.35677812,0,1,35,90
273,73,40,70,42.59940967,32.85808368,50.96304567,18.10496199,1,78.27816327,72.40469968,85.51999961,13.11529993,0,0.8,67.85043596,77.59485751,9.744421555,0,1,67.52894838,77.50990531,9.980956926,0,1,35,90
274,74,40,70,43.74044596,34.87029736,53.20225072,18.33195337,1,75.53697125,70.12620428,82.55566236,12.42945808,0,0.72,65.22758243,74.25953065,9.03194822,0,1,65.04640595,74.12108715,9.074681204,0,1,35,90
275,75,40,70,45.27106102,36.76175658,54.36520325,17.60344668,1,76.2442869,70.80955746,83.03612574,12.22656828,0,0.72,64.74268989,74.24125096,9.498561075,0,1,64.15384109,73.71078492,9.556943822,0,1,35,90
276,76,40,70,43.85500169,31.63884136,53.09050932,21.45166796,1,78.45230197,72.30429536,88.09604801,15.79175266,0,0.8,67.74379879,77.54153418,9.797735398,0,1,67.41228128,77.38941248,9.977131191,0,1,35,90
277,77,40,70,39.84791047,30.89314925,50.03722155,19.1440723,1,73.63523912,67.96231383,80.06531357,12.10299974,1,0.88,65.43534209,73.90331207,8.467969975,0,1,65.21861846,73.74609823,8.527479767,0,1,35,90
278,78,40,70,44.04176034,32.01991086,57.62607761,25.60616675,1,84.87970542,77.08519042,94.42057019,17.33537977,0,0.76,67.35172159,79.78433942,12.43261783,0,1,67.45717852,79.65701571,12.19983718,0,1,35,90
279,79,40,70,39.51348426,30.48405506,48.49703914,18.01298408,1,76.86937716,71.37117592,85.19033265,13.81915673,0,0.84,64.79231777,76.04183335,11.24951558,0,1,63.45925203,74.80572677,11.34647474,0,1,35,90
280,80,40,70,42.80384157,31.97811837,53.43445967,21.4563413,1,77.77996758,71.93967723,85.95602548,14.01634825,0,0.8,64.75128179,75.36889699,10.6176152,0,1,64.01368738,75.1127279,11.09904052,0,1,35,90
281,81,40,70,45.6846798,37.13845476,51.69473912,14.55628436,1,81.94401369,74.48696725,92.18187406,17.69490682,0,0.56,60.10716729,73.20382148,13.09665419,0,1,59.76962288,73.04272949,13.27310661,0,1,35,90
282,82,40,70,41.76459074,30.49895034,51.0490574,20.55010707,1,74.32446821,68.57600303,80.63065633,12.0546533,1,0.84,64.51908974,73.90634579,9.387256046,0,1,64.0929218,73.32482413,9.231902327,0,1,35,90
283,83,40,70,40.31781844,31.49538113,49.61770952,18.1223284,1,76.0138733,70.03605332,82.21340349,12.17735017,0,0.8,65.02503216,75.54102681,10.51599464,0,1,64.40673516,75.30853143,10.90179627,0,1,35,90
284,84,40,70,44.26429444,35.43599072,55.45464017,20.01864944,1,77.19630518,71.85955956,84.37136253,12.51180296,0,0.8,66.00085437,75.66780675,9.66695238,0,1,65.77406003,75.18399839,9.409938358,0,1,35,90
285,85,40,70,40.2491152,31.30215085,49.34795472,18.04580387,1,77.92515786,72.41736916,84.02621222,11.60884306,0,0.84,65.35371373,77.03967363,11.6859599,0,1,63.62641786,76.06102043,12.43460258,0,1,35,90
286,86,40,70,39.4682411,30.87320714,48.31823549,17.44502835,1,76.63667165,71.18282668,82.8661368,11.68331012,0,0.88,63.98627833,75.6592429,11.67296457,0,1,62.99027516,75.34082666,12.3505515,0,1,35,90
287,87,40,70,41.21161383,28.67234624,52.78331174,24.1109655,1,75.69073356,70.50351748,83.58651147,13.08299399,0,0.88,66.98469015,75.58139456,8.596704404,0,1,67.33897187,75.73169247,8.392720593,0,1,35,90
288,88,40,70,43.83798148,34.9007291,52.69260552,17.79187641,1,78.06624889,70.57479105,86.9056799,16.33088885,0,0.68,60.95933138,73.44068639,12.48135501,0,1,60.56805163,73.35197403,12.7839224,0,1,35,90
289,89,40,70,40.96694326,31.15893204,49.71661763,18.55768558,1,75.91352931,70.75495478,83.91682323,13.16186845,0,0.88,67.19287633,75.89834949,8.705473157,0,1,66.56759002,75.74388466,9.176294639,0,1,35,90
290,90,40,70,40.8215633,30.00330427,50.87723813,20.87393387,1,77.09274567,71.57795841,84.41459715,12.83663874,0,0.88,65.99694603,77.01638538,11.01943935,0,1,65.28864561,76.02429511,10.7356495,0,1,35,90
291,91,40,70,48.64871486,35.29538086,58.89539704,23.60001618,1,76.3641892,69.67065892,91.59923799,21.92857907,1,0.8,64.64184069,73.16972608,8.527885386,0,1,64.94300201,73.25282429,8.309822278,0,1,35,90
292,92,40,70,41.68690787,33.63040541,48.48471255,14.85430714,1,76.1914243,71.31930746,83.09100604,11.77169858,0,0.72,61.24345511,73.45112713,12.20767202,0,1,60.217436,73.1629503,12.9455143,0,1,35,90
293,93,40,70,43.28453448,29.10733954,55.80332488,26.69598534,1,73.77222912,68.0821042,79.75234893,11.67024473,1,0.88,66.43745774,74.19127949,7.75382175,0,1,66.32411475,74.75867396,8.434559206,0,1,35,90
294,94,40,70,41.17814489,33.56368737,50.88394027,17.3202529,1,77.50449821,71.19819472,83.66114141,12.46294669,0,0.8,66.30577038,76.47682969,10.17105931,0,1,65.70421874,75.92665287,10.22243413,0,1,35,90
295,95,40,70,42.83065273,32.26436697,54.57700819,22.31264122,1,73.89252419,67.60681516,83.19483833,15.58802317,1,0.8,65.67021923,73.8042487,8.134029461,0,1,65.6957533,73.60486348,7.909110178,0,1,35,90
296,96,40,70,40.85191699,29.42032875,50.61908981,21.19876106,1,73.68709313,68.22950806,81.70160741,13.47209935,1,0.84,62.4842135,72.70152913,10.21731564,0,1,61.43828973,71.72672596,10.28843624,0,1,35,90
297,97,40,70,45.53311007,35.80502995,54.53343721,18.72840726,1,73.81969523,67.47574094,82.77060031,15.29485937,1,0.88,63.42195287,72.26609699,8.844144119,0,1,63.18250495,72.27975184,9.097246896,0,1,35,90
298,98,40,70,44.00418245,32.56739295,56.67507241,24.10767945,1,79.81766813,73.81371702,89.50496738,15.69125036,0,0.88,69.3852994,78.57831761,9.193018203,0,1,69.31668343,78.24129773,8.9246143,0,1,35,90
299,99,40,70,42.61756083,33.07840486,50.36970689,17.29130203,1,78.28275308,72.05743937,85.06929119,13.01185183,0,0.76,66.09721277,76.81255329,10.71534053,0,1,64.88634528,75.98120806,11.09486279,0,1,35,90
300,100,40,70,45.03831737,34.98107268,53.63335965,18.65228698,1,78.53379264,72.82649423,87.12963861,14.30314438,0,0.76,65.50535869,75.78536241,10.28000372,0,1,65.58774705,75.69668707,10.10894002,0,1,35,90
